LECROYWRHRO66Zi	56744	Histogram
Segments	1	SegmentSize	1000
Segment	TrigTime	TimeSinceSegment1
#1	09-Dec-2014 15:20:41	0                 
Time	Ampl
-3.69e-010	0
-3.685e-010	0
-3.68e-010	0
-3.675e-010	0
-3.67e-010	0
-3.665e-010	0
-3.66e-010	0
-3.655e-010	0
-3.65e-010	0
-3.645e-010	0
-3.64e-010	0
-3.635e-010	0
-3.63e-010	0
-3.625e-010	0
-3.62e-010	0
-3.615e-010	0
-3.61e-010	0
-3.605e-010	0
-3.6e-010	0
-3.595e-010	0
-3.59e-010	0
-3.585e-010	0
-3.58e-010	0
-3.575e-010	0
-3.57e-010	0
-3.565e-010	0
-3.56e-010	0
-3.555e-010	0
-3.55e-010	0
-3.545e-010	0
-3.54e-010	0
-3.535e-010	0
-3.53e-010	0
-3.525e-010	0
-3.52e-010	0
-3.515e-010	0
-3.51e-010	0
-3.505e-010	0
-3.5e-010	0
-3.495e-010	0
-3.49e-010	0
-3.485e-010	0
-3.48e-010	0
-3.475e-010	0
-3.47e-010	0
-3.465e-010	0
-3.46e-010	0
-3.455e-010	0
-3.45e-010	0
-3.445e-010	0
-3.44e-010	0
-3.435e-010	0
-3.43e-010	0
-3.425e-010	0
-3.42e-010	0
-3.415e-010	0
-3.41e-010	0
-3.405e-010	0
-3.4e-010	0
-3.395e-010	0
-3.39e-010	0
-3.385e-010	0
-3.38e-010	0
-3.375e-010	0
-3.37e-010	0
-3.365e-010	0
-3.36e-010	0
-3.355e-010	0
-3.35e-010	0
-3.345e-010	0
-3.34e-010	0
-3.335e-010	0
-3.33e-010	0
-3.325e-010	0
-3.32e-010	0
-3.315e-010	0
-3.31e-010	0
-3.305e-010	0
-3.3e-010	0
-3.295e-010	0
-3.29e-010	0
-3.285e-010	0
-3.28e-010	0
-3.275e-010	0
-3.27e-010	0
-3.265e-010	0
-3.26e-010	0
-3.255e-010	0
-3.25e-010	0
-3.245e-010	0
-3.24e-010	0
-3.235e-010	0
-3.23e-010	0
-3.225e-010	0
-3.22e-010	0
-3.215e-010	0
-3.21e-010	0
-3.205e-010	0
-3.2e-010	0
-3.195e-010	0
-3.19e-010	0
-3.185e-010	0
-3.18e-010	0
-3.175e-010	0
-3.17e-010	0
-3.165e-010	0
-3.16e-010	0
-3.155e-010	0
-3.15e-010	0
-3.145e-010	0
-3.14e-010	0
-3.135e-010	0
-3.13e-010	0
-3.125e-010	0
-3.12e-010	0
-3.115e-010	0
-3.11e-010	0
-3.105e-010	0
-3.1e-010	1
-3.095e-010	1
-3.09e-010	0
-3.085e-010	0
-3.08e-010	0
-3.075e-010	0
-3.07e-010	0
-3.065e-010	0
-3.06e-010	0
-3.055e-010	0
-3.05e-010	0
-3.045e-010	0
-3.04e-010	0
-3.035e-010	0
-3.03e-010	0
-3.025e-010	0
-3.02e-010	0
-3.015e-010	0
-3.01e-010	0
-3.005e-010	0
-3e-010	0
-2.995e-010	0
-2.99e-010	0
-2.985e-010	0
-2.98e-010	0
-2.975e-010	0
-2.97e-010	0
-2.965e-010	0
-2.96e-010	0
-2.955e-010	0
-2.95e-010	0
-2.945e-010	0
-2.94e-010	0
-2.935e-010	0
-2.93e-010	0
-2.925e-010	0
-2.92e-010	0
-2.915e-010	0
-2.91e-010	0
-2.905e-010	0
-2.9e-010	0
-2.895e-010	0
-2.89e-010	0
-2.885e-010	0
-2.88e-010	0
-2.875e-010	0
-2.87e-010	0
-2.865e-010	0
-2.86e-010	0
-2.855e-010	0
-2.85e-010	0
-2.845e-010	0
-2.84e-010	0
-2.835e-010	1
-2.83e-010	0
-2.825e-010	0
-2.82e-010	0
-2.815e-010	0
-2.81e-010	0
-2.805e-010	0
-2.8e-010	0
-2.795e-010	0
-2.79e-010	2
-2.785e-010	0
-2.78e-010	1
-2.775e-010	0
-2.77e-010	1
-2.765e-010	0
-2.76e-010	0
-2.755e-010	0
-2.75e-010	0
-2.745e-010	1
-2.74e-010	0
-2.735e-010	0
-2.73e-010	0
-2.725e-010	0
-2.72e-010	0
-2.715e-010	0
-2.71e-010	0
-2.705e-010	0
-2.7e-010	1
-2.695e-010	1
-2.69e-010	0
-2.685e-010	0
-2.68e-010	0
-2.675e-010	0
-2.67e-010	1
-2.665e-010	1
-2.66e-010	0
-2.655e-010	2
-2.65e-010	1
-2.645e-010	0
-2.64e-010	0
-2.635e-010	1
-2.63e-010	1
-2.625e-010	0
-2.62e-010	2
-2.615e-010	1
-2.61e-010	2
-2.605e-010	0
-2.6e-010	0
-2.595e-010	0
-2.59e-010	1
-2.585e-010	2
-2.58e-010	1
-2.575e-010	1
-2.57e-010	0
-2.565e-010	0
-2.56e-010	0
-2.555e-010	0
-2.55e-010	1
-2.545e-010	0
-2.54e-010	1
-2.535e-010	0
-2.53e-010	1
-2.525e-010	3
-2.52e-010	4
-2.515e-010	2
-2.51e-010	1
-2.505e-010	1
-2.5e-010	1
-2.495e-010	0
-2.49e-010	2
-2.485e-010	2
-2.48e-010	3
-2.475e-010	1
-2.47e-010	0
-2.465e-010	1
-2.46e-010	0
-2.455e-010	1
-2.45e-010	3
-2.445e-010	0
-2.44e-010	2
-2.435e-010	2
-2.43e-010	0
-2.425e-010	3
-2.42e-010	1
-2.415e-010	0
-2.41e-010	2
-2.405e-010	2
-2.4e-010	4
-2.395e-010	3
-2.39e-010	1
-2.385e-010	1
-2.38e-010	2
-2.375e-010	3
-2.37e-010	2
-2.365e-010	3
-2.36e-010	2
-2.355e-010	3
-2.35e-010	3
-2.345e-010	2
-2.34e-010	1
-2.335e-010	2
-2.33e-010	4
-2.325e-010	8
-2.32e-010	2
-2.315e-010	1
-2.31e-010	2
-2.305e-010	3
-2.3e-010	0
-2.295e-010	4
-2.29e-010	2
-2.285e-010	4
-2.28e-010	3
-2.275e-010	4
-2.27e-010	2
-2.265e-010	4
-2.26e-010	6
-2.255e-010	2
-2.25e-010	8
-2.245e-010	5
-2.24e-010	3
-2.235e-010	4
-2.23e-010	1
-2.225e-010	5
-2.22e-010	3
-2.215e-010	3
-2.21e-010	2
-2.205e-010	0
-2.2e-010	6
-2.195e-010	5
-2.19e-010	6
-2.185e-010	11
-2.18e-010	8
-2.175e-010	3
-2.17e-010	4
-2.165e-010	7
-2.16e-010	5
-2.155e-010	6
-2.15e-010	7
-2.145e-010	6
-2.14e-010	5
-2.135e-010	7
-2.13e-010	5
-2.125e-010	8
-2.12e-010	4
-2.115e-010	6
-2.11e-010	8
-2.105e-010	5
-2.1e-010	6
-2.095e-010	5
-2.09e-010	3
-2.085e-010	8
-2.08e-010	9
-2.075e-010	8
-2.07e-010	9
-2.065e-010	8
-2.06e-010	2
-2.055e-010	9
-2.05e-010	10
-2.045e-010	10
-2.04e-010	10
-2.035e-010	11
-2.03e-010	11
-2.025e-010	17
-2.02e-010	7
-2.015e-010	8
-2.01e-010	10
-2.005e-010	10
-2e-010	11
-1.995e-010	14
-1.99e-010	10
-1.985e-010	8
-1.98e-010	5
-1.975e-010	17
-1.97e-010	11
-1.965e-010	16
-1.96e-010	15
-1.955e-010	7
-1.95e-010	5
-1.945e-010	11
-1.94e-010	13
-1.935e-010	16
-1.93e-010	17
-1.925e-010	14
-1.92e-010	13
-1.915e-010	17
-1.91e-010	18
-1.905e-010	17
-1.9e-010	19
-1.895e-010	13
-1.89e-010	12
-1.885e-010	19
-1.88e-010	11
-1.875e-010	15
-1.87e-010	15
-1.865e-010	18
-1.86e-010	9
-1.855e-010	15
-1.85e-010	21
-1.845e-010	18
-1.84e-010	25
-1.835e-010	17
-1.83e-010	18
-1.825e-010	23
-1.82e-010	26
-1.815e-010	16
-1.81e-010	23
-1.805e-010	16
-1.8e-010	10
-1.795e-010	20
-1.79e-010	22
-1.785e-010	22
-1.78e-010	22
-1.775e-010	21
-1.77e-010	21
-1.765e-010	16
-1.76e-010	24
-1.755e-010	22
-1.75e-010	24
-1.745e-010	26
-1.74e-010	26
-1.735e-010	24
-1.73e-010	24
-1.725e-010	23
-1.72e-010	19
-1.715e-010	28
-1.71e-010	31
-1.705e-010	25
-1.7e-010	25
-1.695e-010	21
-1.69e-010	24
-1.685e-010	32
-1.68e-010	30
-1.675e-010	41
-1.67e-010	37
-1.665e-010	35
-1.66e-010	36
-1.655e-010	36
-1.65e-010	25
-1.645e-010	34
-1.64e-010	39
-1.635e-010	28
-1.63e-010	35
-1.625e-010	39
-1.62e-010	37
-1.615e-010	46
-1.61e-010	29
-1.605e-010	27
-1.6e-010	48
-1.595e-010	34
-1.59e-010	50
-1.585e-010	34
-1.58e-010	46
-1.575e-010	37
-1.57e-010	36
-1.565e-010	46
-1.56e-010	33
-1.555e-010	47
-1.55e-010	33
-1.545e-010	35
-1.54e-010	55
-1.535e-010	40
-1.53e-010	40
-1.525e-010	37
-1.52e-010	45
-1.515e-010	34
-1.51e-010	49
-1.505e-010	37
-1.5e-010	36
-1.495e-010	40
-1.49e-010	31
-1.485e-010	46
-1.48e-010	57
-1.475e-010	45
-1.47e-010	44
-1.465e-010	48
-1.46e-010	34
-1.455e-010	42
-1.45e-010	44
-1.445e-010	37
-1.44e-010	38
-1.435e-010	52
-1.43e-010	42
-1.425e-010	54
-1.42e-010	32
-1.415e-010	42
-1.41e-010	48
-1.405e-010	58
-1.4e-010	52
-1.395e-010	55
-1.39e-010	39
-1.385e-010	47
-1.38e-010	59
-1.375e-010	48
-1.37e-010	62
-1.365e-010	54
-1.36e-010	48
-1.355e-010	57
-1.35e-010	46
-1.345e-010	45
-1.34e-010	46
-1.335e-010	73
-1.33e-010	55
-1.325e-010	57
-1.32e-010	60
-1.315e-010	61
-1.31e-010	40
-1.305e-010	59
-1.3e-010	69
-1.295e-010	56
-1.29e-010	67
-1.285e-010	37
-1.28e-010	63
-1.275e-010	53
-1.27e-010	55
-1.265e-010	47
-1.26e-010	59
-1.255e-010	65
-1.25e-010	69
-1.245e-010	51
-1.24e-010	54
-1.235e-010	70
-1.23e-010	61
-1.225e-010	58
-1.22e-010	52
-1.215e-010	67
-1.21e-010	55
-1.205e-010	58
-1.2e-010	53
-1.195e-010	76
-1.19e-010	65
-1.185e-010	56
-1.18e-010	62
-1.175e-010	50
-1.17e-010	63
-1.165e-010	65
-1.16e-010	56
-1.155e-010	50
-1.15e-010	54
-1.145e-010	58
-1.14e-010	57
-1.135e-010	64
-1.13e-010	64
-1.125e-010	80
-1.12e-010	63
-1.115e-010	66
-1.11e-010	66
-1.105e-010	57
-1.1e-010	43
-1.095e-010	55
-1.09e-010	54
-1.085e-010	54
-1.08e-010	60
-1.075e-010	67
-1.07e-010	60
-1.065e-010	52
-1.06e-010	60
-1.055e-010	56
-1.05e-010	52
-1.045e-010	54
-1.04e-010	65
-1.035e-010	69
-1.03e-010	57
-1.025e-010	57
-1.02e-010	60
-1.015e-010	59
-1.01e-010	48
-1.005e-010	47
-1e-010	43
-9.95e-011	55
-9.9e-011	72
-9.85e-011	44
-9.8e-011	66
-9.75e-011	69
-9.7e-011	63
-9.65e-011	46
-9.6e-011	48
-9.55e-011	44
-9.5e-011	55
-9.45e-011	43
-9.4e-011	40
-9.35e-011	61
-9.3e-011	56
-9.25e-011	49
-9.2e-011	54
-9.15e-011	48
-9.1e-011	39
-9.05e-011	56
-9e-011	38
-8.95e-011	42
-8.9e-011	54
-8.85e-011	36
-8.8e-011	54
-8.75e-011	47
-8.7e-011	42
-8.65e-011	41
-8.6e-011	38
-8.55e-011	49
-8.5e-011	45
-8.45e-011	44
-8.4e-011	35
-8.35e-011	48
-8.3e-011	51
-8.25e-011	41
-8.2e-011	51
-8.15e-011	30
-8.1e-011	38
-8.05e-011	36
-8e-011	44
-7.95e-011	39
-7.9e-011	33
-7.85e-011	35
-7.8e-011	34
-7.75e-011	37
-7.7e-011	31
-7.65e-011	32
-7.6e-011	38
-7.55e-011	39
-7.5e-011	33
-7.45e-011	37
-7.4e-011	28
-7.35e-011	24
-7.3e-011	43
-7.25e-011	25
-7.2e-011	26
-7.15e-011	35
-7.1e-011	35
-7.05e-011	25
-7e-011	28
-6.95e-011	31
-6.9e-011	31
-6.85e-011	27
-6.8e-011	27
-6.75e-011	23
-6.7e-011	22
-6.65e-011	14
-6.6e-011	28
-6.55e-011	30
-6.5e-011	20
-6.45e-011	31
-6.4e-011	32
-6.35e-011	15
-6.3e-011	22
-6.25e-011	17
-6.2e-011	27
-6.15e-011	19
-6.1e-011	22
-6.05e-011	25
-6e-011	13
-5.95e-011	15
-5.9e-011	28
-5.85e-011	16
-5.8e-011	13
-5.75e-011	24
-5.7e-011	17
-5.65e-011	19
-5.6e-011	10
-5.55e-011	9
-5.5e-011	16
-5.45e-011	19
-5.4e-011	15
-5.35e-011	7
-5.3e-011	14
-5.25e-011	12
-5.2e-011	8
-5.15e-011	13
-5.1e-011	11
-5.05e-011	12
-5e-011	12
-4.95e-011	13
-4.9e-011	14
-4.85e-011	16
-4.8e-011	11
-4.75e-011	8
-4.7e-011	12
-4.65e-011	15
-4.6e-011	9
-4.55e-011	11
-4.5e-011	8
-4.45e-011	4
-4.4e-011	9
-4.35e-011	10
-4.3e-011	13
-4.25e-011	10
-4.2e-011	8
-4.15e-011	9
-4.1e-011	5
-4.05e-011	5
-4e-011	9
-3.95e-011	8
-3.9e-011	3
-3.85e-011	4
-3.8e-011	5
-3.75e-011	6
-3.7e-011	1
-3.65e-011	4
-3.6e-011	8
-3.55e-011	2
-3.5e-011	4
-3.45e-011	4
-3.4e-011	6
-3.35e-011	6
-3.3e-011	5
-3.25e-011	1
-3.2e-011	4
-3.15e-011	4
-3.1e-011	3
-3.05e-011	4
-3e-011	2
-2.95e-011	3
-2.9e-011	3
-2.85e-011	3
-2.8e-011	3
-2.75e-011	1
-2.7e-011	2
-2.65e-011	2
-2.6e-011	4
-2.55e-011	2
-2.5e-011	1
-2.45e-011	1
-2.4e-011	3
-2.35e-011	2
-2.3e-011	3
-2.25e-011	1
-2.2e-011	2
-2.15e-011	4
-2.1e-011	4
-2.05e-011	1
-2e-011	1
-1.95e-011	0
-1.9e-011	1
-1.85e-011	2
-1.8e-011	1
-1.75e-011	2
-1.7e-011	2
-1.65e-011	0
-1.6e-011	0
-1.55e-011	3
-1.5e-011	2
-1.45e-011	1
-1.4e-011	1
-1.35e-011	2
-1.3e-011	0
-1.25e-011	0
-1.2e-011	1
-1.15e-011	0
-1.1e-011	4
-1.05e-011	0
-1e-011	2
-9.5e-012	5
-9e-012	4
-8.5e-012	2
-8e-012	8
-7.5e-012	8
-7e-012	11
-6.5e-012	17
-6e-012	12
-5.5e-012	11
-5e-012	36
-4.5e-012	45
-4e-012	38
-3.5e-012	42
-3e-012	40
-2.5e-012	56
-2e-012	52
-1.5e-012	58
-1e-012	63
-5e-013	80
-1.15e-024	74
5e-013	86
1e-012	97
1.5e-012	90
2e-012	102
2.5e-012	91
3e-012	79
3.5e-012	88
4e-012	93
4.5e-012	98
5e-012	84
5.5e-012	76
6e-012	63
6.5e-012	61
7e-012	57
7.5e-012	50
8e-012	40
8.5e-012	31
9e-012	22
9.5e-012	24
1e-011	21
1.05e-011	20
1.1e-011	19
1.15e-011	13
1.2e-011	14
1.25e-011	9
1.3e-011	8
1.35e-011	7
1.4e-011	1
1.45e-011	4
1.5e-011	0
1.55e-011	3
1.6e-011	0
1.65e-011	0
1.7e-011	3
1.75e-011	0
1.8e-011	0
1.85e-011	0
1.9e-011	0
1.95e-011	0
2e-011	0
2.05e-011	0
2.1e-011	0
2.15e-011	0
2.2e-011	0
2.25e-011	0
2.3e-011	0
2.35e-011	0
2.4e-011	0
2.45e-011	0
2.5e-011	0
2.55e-011	0
2.6e-011	0
2.65e-011	0
2.7e-011	0
2.75e-011	0
2.8e-011	0
2.85e-011	0
2.9e-011	0
2.95e-011	0
3e-011	0
3.05e-011	0
3.1e-011	0
3.15e-011	0
3.2e-011	0
3.25e-011	0
3.3e-011	0
3.35e-011	0
3.4e-011	0
3.45e-011	0
3.5e-011	0
3.55e-011	0
3.6e-011	0
3.65e-011	0
3.7e-011	0
3.75e-011	0
3.8e-011	0
3.85e-011	0
3.9e-011	0
3.95e-011	0
4e-011	0
4.05e-011	0
4.1e-011	0
4.15e-011	0
4.2e-011	0
4.25e-011	0
4.3e-011	0
4.35e-011	0
4.4e-011	0
4.45e-011	0
4.5e-011	0
4.55e-011	0
4.6e-011	0
4.65e-011	0
4.7e-011	0
4.75e-011	0
4.8e-011	0
4.85e-011	0
4.9e-011	0
4.95e-011	0
5e-011	0
5.05e-011	0
5.1e-011	0
5.15e-011	0
5.2e-011	0
5.25e-011	0
5.3e-011	0
5.35e-011	0
5.4e-011	0
5.45e-011	0
5.5e-011	0
5.55e-011	0
5.6e-011	0
5.65e-011	0
5.7e-011	0
5.75e-011	0
5.8e-011	0
5.85e-011	0
5.9e-011	0
5.95e-011	0
6e-011	0
6.05e-011	0
6.1e-011	0
6.15e-011	0
6.2e-011	0
6.25e-011	0
6.3e-011	0
6.35e-011	0
6.4e-011	0
6.45e-011	0
6.5e-011	0
6.55e-011	0
6.6e-011	0
6.65e-011	0
6.7e-011	0
6.75e-011	0
6.8e-011	0
6.85e-011	0
6.9e-011	0
6.95e-011	0
7e-011	0
7.05e-011	0
7.1e-011	0
7.15e-011	0
7.2e-011	0
7.25e-011	0
7.3e-011	0
7.35e-011	0
7.4e-011	0
7.45e-011	0
7.5e-011	0
7.55e-011	0
7.6e-011	0
7.65e-011	0
7.7e-011	0
7.75e-011	0
7.8e-011	0
7.85e-011	0
7.9e-011	0
7.95e-011	0
8e-011	0
8.05e-011	0
8.1e-011	0
8.15e-011	0
8.2e-011	0
8.25e-011	0
8.3e-011	0
8.35e-011	0
8.4e-011	0
8.45e-011	0
8.5e-011	0
8.55e-011	0
8.6e-011	0
8.65e-011	0
8.7e-011	0
8.75e-011	0
8.8e-011	0
8.85e-011	0
8.9e-011	0
8.95e-011	0
9e-011	0
9.05e-011	0
9.1e-011	0
9.15e-011	0
9.2e-011	0
9.25e-011	0
9.3e-011	0
9.35e-011	0
9.4e-011	0
9.45e-011	0
9.5e-011	0
9.55e-011	0
9.6e-011	0
9.65e-011	0
9.7e-011	0
9.75e-011	0
9.8e-011	0
9.85e-011	0
9.9e-011	0
9.95e-011	0
1e-010	0
1.005e-010	0
1.01e-010	0
1.015e-010	0
1.02e-010	0
1.025e-010	0
1.03e-010	0
1.035e-010	0
1.04e-010	0
1.045e-010	0
1.05e-010	0
1.055e-010	0
1.06e-010	0
1.065e-010	0
1.07e-010	0
1.075e-010	0
1.08e-010	0
1.085e-010	0
1.09e-010	0
1.095e-010	0
1.1e-010	0
1.105e-010	0
1.11e-010	0
1.115e-010	0
1.12e-010	0
1.125e-010	0
1.13e-010	0
1.135e-010	0
1.14e-010	0
1.145e-010	0
1.15e-010	0
1.155e-010	0
1.16e-010	0
1.165e-010	0
1.17e-010	0
1.175e-010	0
1.18e-010	0
1.185e-010	0
1.19e-010	0
1.195e-010	0
1.2e-010	0
1.205e-010	0
1.21e-010	0
1.215e-010	0
1.22e-010	0
1.225e-010	0
1.23e-010	0
1.235e-010	0
1.24e-010	0
1.245e-010	0
1.25e-010	0
1.255e-010	0
